Order,Family,Species,Asymmetry,Ellipticity,AvgLength_,Images_Number,Eggs_number
SPHENISCIFORMES,Spheniscidae,Eudyptes_pachyrhynchus,0.1353,0.3432,7.7740,1,1
SPHENISCIFORMES,Spheniscidae,Eudyptula_minor,0.2049,0.3615,5.5604,3,4
SPHENISCIFORMES,Spheniscidae,Pygoscelis_adeliae,0.0751,0.2754,6.7782,6,7
SPHENISCIFORMES,Spheniscidae,Pygoscelis_antarcticus,0.1043,0.4169,7.2698,1,1
SPHENISCIFORMES,Spheniscidae,Pygoscelis_papua,0.1194,0.2549,7.0469,4,5
SPHENISCIFORMES,Spheniscidae,Spheniscus_magellanicus,0.2098,0.3496,7.5064,2,2
STRIGIFORMES,Strigidae,Aegolius_acadicus,0.0631,0.1920,2.9788,2,8
STRIGIFORMES,Strigidae,Asio_flammeus,0.0661,0.2772,4.0137,7,39
STRIGIFORMES,Strigidae,Asio_otus,0.0437,0.2482,4.0689,26,115
STRIGIFORMES,Strigidae,Athene_cunicularia,0.0742,0.2322,3.1912,31,179
STRIGIFORMES,Strigidae,Bubo_africanus,0.0061,0.1712,4.9782,1,2
STRIGIFORMES,Strigidae,Bubo_bubo,0.0937,0.2717,5.8952,1,3
STRIGIFORMES,Strigidae,Bubo_scandiacus,0.0524,0.2662,5.6392,4,19
STRIGIFORMES,Strigidae,Bubo_virginianus,0.0473,0.2025,5.5256,41,100
STRIGIFORMES,Strigidae,Glaucidium_brasilianum,0.0700,0.2779,3.0396,1,4
STRIGIFORMES,Strigidae,Glaucidium_gnoma,0.0825,0.2506,3.0033,2,7
STRIGIFORMES,Strigidae,Megascops_asio,0.0442,0.1979,3.5868,34,118
STRIGIFORMES,Strigidae,Megascops_kennicottii,0.0456,0.1977,3.6565,55,171
STRIGIFORMES,Strigidae,Micrathene_whitneyi,0.0442,0.1801,2.6862,8,24
STRIGIFORMES,Strigidae,Ninox_scutulata,0.0226,0.0967,3.2015,1,1
STRIGIFORMES,Strigidae,Otus_bakkamoena,0.0388,0.1943,3.3048,1,3
STRIGIFORMES,Strigidae,Otus_brucei,0.0241,0.1502,3.1382,1,3
STRIGIFORMES,Strigidae,Otus_flammeolus,0.0323,0.2135,3.1345,1,4
STRIGIFORMES,Strigidae,Otus_scops,0.0653,0.2517,3.0175,2,6
STRIGIFORMES,Strigidae,Strix_aluco,0.0476,0.1769,4.5906,2,6
STRIGIFORMES,Strigidae,Strix_varia,0.0435,0.1942,4.8866,14,33
STRIGIFORMES,Strigidae,Strix_virgata,0.0194,0.2192,3.9256,1,2
STRIGIFORMES,Strigidae,Surnia_ulula,0.0436,0.2664,3.9818,8,34
STRIGIFORMES,Tytonidae,Phodilus_badius,0.0504,0.2105,3.5554,1,4
STRIGIFORMES,Tytonidae,Tyto_alba,0.1398,0.3118,4.2910,32,170
STRUTHIONIFORMES,Struthionidae,Struthio_camelus,0.0140,0.2431,14.4235,6,6
SULIFORMES,Anhingidae,Anhinga_anhinga,0.1696,0.5571,5.2947,5,22
SULIFORMES,Anhingidae,Anhinga_melanogaster,0.1832,0.6039,5.5863,1,4
SULIFORMES,Fregatidae,Fregata_magnificens,0.1507,0.4798,6.9727,9,9
SULIFORMES,Fregatidae,Fregata_minor,0.1777,0.5013,7.2081,4,4
SULIFORMES,Phalacrocoracidae,Phalacrocorax_aristotelis,0.1936,0.7050,6.6986,1,3
SULIFORMES,Phalacrocoracidae,Phalacrocorax_atriceps,0.2018,0.6331,6.4762,1,2
SULIFORMES,Phalacrocoracidae,Phalacrocorax_auritus,0.1725,0.6331,6.1677,41,146
SULIFORMES,Phalacrocoracidae,Phalacrocorax_brasilianus,0.1546,0.6114,5.3585,11,42
SULIFORMES,Phalacrocoracidae,Phalacrocorax_carbo,0.1687,0.6387,6.4794,5,15
SULIFORMES,Phalacrocoracidae,Phalacrocorax_magellanicus,0.1577,0.5386,5.8742,1,3
SULIFORMES,Phalacrocoracidae,Phalacrocorax_pelagicus,0.1745,0.5858,5.6796,58,180
SULIFORMES,Phalacrocoracidae,Phalacrocorax_penicillatus,0.1559,0.6063,6.1816,41,161
SULIFORMES,Phalacrocoracidae,Phalacrocorax_pygmeus,0.1027,0.4880,4.4030,1,3
SULIFORMES,Phalacrocoracidae,Phalacrocorax_urile,0.1605,0.5993,6.2445,2,8
SULIFORMES,Sulidae,Morus_bassanus,0.1636,0.6319,7.9350,10,10
SULIFORMES,Sulidae,Morus_serrator,0.1836,0.6135,7.8287,1,1
SULIFORMES,Sulidae,Sula_dactylatra,0.1086,0.4081,6.4338,2,3
SULIFORMES,Sulidae,Sula_leucogaster,0.0679,0.4700,6.0586,7,12
SULIFORMES,Sulidae,Sula_nebouxii,0.1048,0.4796,6.0528,10,23
SULIFORMES,Sulidae,Sula_sula,0.1179,0.4951,6.3122,5,5
TINAMIFORMES,Tinamidae,Crypturellus_tataupa,0.0451,0.3978,4.1332,2,10
TINAMIFORMES,Tinamidae,Eudromia_elegans,0.0418,0.3772,5.2926,3,11
TINAMIFORMES,Tinamidae,Nothoprocta_perdicaria,0.0535,0.3820,4.3292,1,3
TINAMIFORMES,Tinamidae,Rhynchotus_rufescens,0.0484,0.3543,5.5407,1,1
TROGONIFORMES,Trogonidae,Euptilotis_neoxenus,0.1472,0.2363,3.0608,1,1
TROGONIFORMES,Trogonidae,Harpactes_erythrocephalus,0.0490,0.1534,2.7930,1,3
TROGONIFORMES,Trogonidae,Trogon_elegans,0.2357,0.2825,2.8055,1,4
,,,,,,,
,_,,,,,,
